v1-patch_id,v1-labels-grouped,v2-labels-grouped
S2A_MSIL2A_20180506T100031_2_59,6.0,6.0
S2A_MSIL2A_20171002T112112_10_27,0.0,0.0
S2B_MSIL2A_20180522T093029_0_16,3.0,3.0
S2B_MSIL2A_20170709T094029_55_26,3.0,3.0
S2A_MSIL2A_20171002T112112_88_3,6.0,6.0
S2A_MSIL2A_20180508T104031_18_47,7.0,7.0
S2A_MSIL2A_20170720T100031_62_52,0.0,0.0
S2A_MSIL2A_20171002T112111_48_53,5.0,5.0
S2B_MSIL2A_20180502T093039_1_79,5.0,5.0
S2A_MSIL2A_20180510T094031_46_65,6.0,6.0
S2B_MSIL2A_20180204T94161_52_24,5.0,5.0
S2B_MSIL2A_20180201T093219_90_85,3.0,3.0
S2B_MSIL2A_20180326T112109_80_28,5.0,5.0
S2B_MSIL2A_20180204T094159_23_28,3.0,3.0
S2A_MSIL2A_20170704T112111_0_29,6.0,6.0
S2A_MSIL2A_20170704T112111_67_44,5.0,5.0
S2A_MSIL2A_20170613T101031_76_16,5.0,5.0
S2A_MSIL2A_20180527T093041_84_14,5.0,
S2A_MSIL2A_20170704T112111_26_87,5.0,5.0
S2A_MSIL2A_20171101T94132_30_87,5.0,5.0
S2B_MSIL2A_20171206T094349_60_21,1.0,1.0
S2B_MSIL2A_20170906T101020_54_49,6.0,6.0
S2B_MSIL2A_20180421T100030_16_2,6.0,6.0
S2B_MSIL2A_20170927T094019_29_37,5.0,5.0
S2B_MSIL2A_20170906T101020_59_67,3.0,3.0
S2A_MSIL2A_20170613T101031_54_63,7.0,7.0
S2A_MSIL2A_20171201T112431_21_77,6.0,6.0
S2A_MSIL2A_20180413T095031_65_4,7.0,7.0
S2B_MSIL2A_20170817T101019_23_34,0.0,0.0
S2A_MSIL2A_20171002T094031_78_13,1.0,1.0
S2B_MSIL2A_20170924T93021_29_84,0.0,0.0
S2A_MSIL2A_20171002T112111_65_25,2.0,2.0
S2B_MSIL2A_20170906T101020_69_72,6.0,6.0
S2B_MSIL2A_20180515T112110_88_2,5.0,5.0
S2B_MSIL2A_20180220T114339_1_80,6.0,6.0
S2B_MSIL2A_20170927T094019_12_47,6.0,6.0
S2B_MSIL2A_20170924T093019_49_19,6.0,6.0
S2A_MSIL2A_20180225T114351_42_28,2.0,2.0
S2A_MSIL2A_20170617T113321_34_86,5.0,5.0
S2A_MSIL2A_20180506T100031_47_45,6.0,6.0
S2B_MSIL2A_20170924T093019_86_68,3.0,3.0
S2A_MSIL2A_20180419T101031_38_87,5.0,
S2A_MSIL2A_20171201T112431_30_12,6.0,6.0
S2B_MSIL2A_20170818T112109_7_35,0.0,
S2B_MSIL2A_20180326T112109_28_8,6.0,6.0
S2B_MSIL2A_20170824T100019_8_5,5.0,5.0
S2A_MSIL2A_20180527T093041_26_49,6.0,
S2B_MSIL2A_20180515T094029_13_51,6.0,6.0
S2A_MSIL2A_20170613T101032_70_66,6.0,6.0
S2B_MSIL2A_20170906T101020_73_69,3.0,3.0
S2B_MSIL2A_20180515T112109_68_44,4.0,5.0
S2B_MSIL2A_20180422T093029_35_90,5.0,5.0
S2B_MSIL2A_20170914T093029_38_23,5.0,5.0
S2A_MSIL2A_20171221T112501_22_29,7.0,7.0
S2B_MSIL2A_20170808T094029_90_56,6.0,6.0
S2A_MSIL2A_20171208T093351_59_10,6.0,6.0
S2A_MSIL2A_20170613T101031_79_1,0.0,0.0
S2A_MSIL2A_20170818T103021_49_34,7.0,7.0
S2A_MSIL2A_20180508T104031_25_75,7.0,7.0
S2B_MSIL2A_20170914T093029_58_68,5.0,5.0
S2B_MSIL2A_20180421T100029_71_14,7.0,7.0
S2B_MSIL2A_20180422T093029_84_84,6.0,6.0
S2B_MSIL2A_20180201T093219_60_75,6.0,6.0
S2B_MSIL2A_20170924T093019_23_34,5.0,5.0
S2B_MSIL2A_20180525T094029_77_51,3.0,3.0
S2B_MSIL2A_20170814T100029_4_10,0.0,
S2A_MSIL2A_20170803T094031_60_32,6.0,6.0
S2B_MSIL2A_20180525T094029_32_66,5.0,5.0
S2B_MSIL2A_20170818T112109_75_62,5.0,
S2B_MSIL2A_20180511T100029_15_20,5.0,5.0
S2B_MSIL2A_20171016T101009_88_9,0.0,0.0
S2A_MSIL2A_20170720T100031_73_37,0.0,0.0
S2B_MSIL2A_20170814T100029_50_2,6.0,
S2B_MSIL2A_20170924T093019_36_56,3.0,3.0
S2B_MSIL2A_20180521T100029_1_55,0.0,
S2B_MSIL2A_20171016T101009_76_36,0.0,0.0
S2B_MSIL2A_20170927T094019_38_4,5.0,5.0
S2A_MSIL2A_20170717T113321_15_74,6.0,6.0
S2B_MSIL2A_20180421T114349_88_62,0.0,0.0
S2A_MSIL2A_20180510T94032_1_60,5.0,5.0
S2A_MSIL2A_20171101T94132_15_68,6.0,6.0
S2A_MSIL2A_20170613T101031_7_55,0.0,0.0
S2A_MSIL2A_20170704T112111_18_85,3.0,
S2B_MSIL2A_20170825T093029_68_85,5.0,5.0
S2B_MSIL2A_20180521T100029_66_52,5.0,5.0
S2B_MSIL2A_20170914T093029_76_4,5.0,5.0
S2B_MSIL2A_20170924T93020_49_52,5.0,5.0
S2A_MSIL2A_20171101T094131_55_34,3.0,3.0
S2A_MSIL2A_20170816T095031_2_37,0.0,
S2B_MSIL2A_20180428T095029_9_17,6.0,6.0
S2B_MSIL2A_20171206T094349_73_41,5.0,5.0
S2A_MSIL2A_20171002T112112_75_65,3.0,3.0
S2B_MSIL2A_20170814T100029_63_15,0.0,
S2A_MSIL2A_20170816T095031_42_30,6.0,
S2A_MSIL2A_20171201T112431_29_13,5.0,5.0
S2B_MSIL2A_20171206T094349_32_36,5.0,5.0
S2A_MSIL2A_20170818T103021_38_61,6.0,6.0
S2B_MSIL2A_20180502T093039_7_56,6.0,6.0
S2B_MSIL2A_20171016T101009_54_29,0.0,0.0
S2A_MSIL2A_20170701T093031_52_22,5.0,5.0
S2B_MSIL2A_20170906T101019_66_30,0.0,
S2A_MSIL2A_20170816T095031_76_60,6.0,
S2A_MSIL2A_20180205T100211_14_1,5.0,5.0
S2A_MSIL2A_20171121T112351_44_52,6.0,6.0
S2A_MSIL2A_20170827T092031_7_60,5.0,
S2B_MSIL2A_20170924T93020_70_12,5.0,5.0
S2A_MSIL2A_20180205T100211_82_25,3.0,3.0
S2B_MSIL2A_20170914T93030_33_38,6.0,6.0
S2B_MSIL2A_20180421T100030_36_71,5.0,5.0
S2B_MSIL2A_20171016T101009_23_12,5.0,5.0
S2A_MSIL2A_20171002T112111_90_14,5.0,5.0
S2A_MSIL2A_20180225T114351_90_76,0.0,0.0
S2B_MSIL2A_20170906T101020_34_67,5.0,5.0
S2A_MSIL2A_20180508T104032_9_63,6.0,6.0
S2B_MSIL2A_20180515T112109_65_40,4.0,5.0
S2B_MSIL2A_20180522T093029_45_8,5.0,5.0
S2A_MSIL2A_20171002T112111_18_17,5.0,5.0
S2A_MSIL2A_20180225T114351_65_7,5.0,5.0
S2A_MSIL2A_20180430T094031_62_73,6.0,6.0
S2B_MSIL2A_20180515T112110_46_89,6.0,6.0
S2A_MSIL2A_20170720T100031_87_15,6.0,6.0
S2B_MSIL2A_20170814T100029_66_30,0.0,
S2B_MSIL2A_20170924T093019_62_70,6.0,6.0
S2B_MSIL2A_20170924T93021_19_14,7.0,7.0
S2B_MSIL2A_20171112T114339_19_76,2.0,2.0
S2B_MSIL2A_20170817T101019_0_51,0.0,
S2B_MSIL2A_20180515T112109_65_87,4.0,6.0
S2A_MSIL2A_20171104T095201_6_25,7.0,7.0
S2B_MSIL2A_20180506T105029_74_47,7.0,7.0
S2B_MSIL2A_20180224T112109_26_81,5.0,5.0
S2B_MSIL2A_20170914T93030_8_74,5.0,5.0
S2A_MSIL2A_20180509T101031_50_84,0.0,0.0
S2A_MSIL2A_20171002T112111_60_28,5.0,5.0
S2B_MSIL2A_20180515T112110_17_10,6.0,6.0
S2B_MSIL2A_20180525T94030_45_12,5.0,5.0
S2B_MSIL2A_20170914T093029_63_8,3.0,3.0
S2B_MSIL2A_20180522T093029_65_6,5.0,5.0
S2B_MSIL2A_20170927T094019_1_68,6.0,6.0
S2B_MSIL2A_20170818T112109_37_81,0.0,
S2B_MSIL2A_20171112T114339_25_39,5.0,5.0
S2B_MSIL2A_20170923T100019_19_10,6.0,6.0
S2B_MSIL2A_20170817T101019_40_36,0.0,0.0
S2A_MSIL2A_20180509T101031_68_58,0.0,0.0
S2B_MSIL2A_20180421T100029_84_48,7.0,7.0
S2B_MSIL2A_20180421T114349_43_69,6.0,6.0
S2B_MSIL2A_20170927T094019_13_11,5.0,5.0
S2B_MSIL2A_20170924T93020_55_22,6.0,6.0
S2B_MSIL2A_20180515T094029_31_57,5.0,5.0
S2B_MSIL2A_20180515T094029_19_26,3.0,3.0
S2A_MSIL2A_20170617T113321_25_62,5.0,5.0
S2A_MSIL2A_20180508T104031_5_86,5.0,
S2B_MSIL2A_20180515T112109_90_83,4.0,6.0
S2A_MSIL2A_20171002T112111_84_17,5.0,5.0
S2A_MSIL2A_20180529T115401_81_37,0.0,0.0
S2B_MSIL2A_20180525T94030_26_28,5.0,5.0
S2B_MSIL2A_20180525T94031_32_47,5.0,5.0
S2B_MSIL2A_20170709T094029_75_35,6.0,6.0
S2B_MSIL2A_20170906T101019_13_46,0.0,0.0
S2A_MSIL2A_20170803T094031_45_58,6.0,6.0
S2A_MSIL2A_20180510T094031_40_83,6.0,6.0
S2B_MSIL2A_20180422T093029_0_15,3.0,3.0
S2B_MSIL2A_20180422T093029_8_81,7.0,7.0
S2B_MSIL2A_20180422T093029_30_62,5.0,5.0
S2B_MSIL2A_20180326T112109_46_0,5.0,5.0
S2B_MSIL2A_20180421T100029_83_30,6.0,6.0
S2B_MSIL2A_20180422T093029_33_77,5.0,5.0
S2A_MSIL2A_20180413T095031_32_69,5.0,5.0
S2B_MSIL2A_20180511T100029_46_81,0.0,
S2A_MSIL2A_20180413T95032_66_18,5.0,5.0
S2B_MSIL2A_20170718T115359_6_79,5.0,5.0
S2B_MSIL2A_20171015T104010_5_61,6.0,6.0
S2B_MSIL2A_20180224T112109_39_3,3.0,3.0
S2B_MSIL2A_20180511T100029_48_69,0.0,
S2B_MSIL2A_20170906T101019_53_51,0.0,
S2A_MSIL2A_20170813T112121_26_63,5.0,5.0
S2B_MSIL2A_20170924T93020_14_38,3.0,3.0
S2A_MSIL2A_20171208T093351_55_9,7.0,7.0
S2A_MSIL2A_20170717T113321_40_10,2.0,2.0
S2A_MSIL2A_20170818T103021_51_78,5.0,5.0
S2A_MSIL2A_20180507T093041_40_4,5.0,5.0
S2A_MSIL2A_20170818T103021_53_62,5.0,5.0
S2B_MSIL2A_20180525T94030_65_73,3.0,3.0
S2B_MSIL2A_20170906T101020_70_36,5.0,5.0
S2A_MSIL2A_20180205T100211_18_12,3.0,3.0
S2B_MSIL2A_20170817T101019_62_47,3.0,3.0
S2A_MSIL2A_20171101T94132_88_36,5.0,5.0
S2B_MSIL2A_20180515T112110_83_85,5.0,5.0
S2A_MSIL2A_20180526T100031_75_14,3.0,3.0
S2B_MSIL2A_20170914T93030_16_25,6.0,6.0
S2A_MSIL2A_20171002T112112_20_4,5.0,5.0
S2B_MSIL2A_20180220T114339_64_27,5.0,5.0
S2B_MSIL2A_20180421T100029_41_80,6.0,6.0
S2B_MSIL2A_20170930T095019_65_42,7.0,7.0
S2A_MSIL2A_20180529T115401_55_67,5.0,5.0
S2A_MSIL2A_20171101T94132_22_32,5.0,5.0
S2B_MSIL2A_20171219T095409_7_44,3.0,3.0
S2B_MSIL2A_20170924T93021_45_23,5.0,5.0
S2B_MSIL2A_20180515T112109_0_63,4.0,0.0
S2A_MSIL2A_20171101T094131_20_55,5.0,5.0
S2B_MSIL2A_20170906T101020_89_9,3.0,3.0
S2B_MSIL2A_20171219T095409_69_48,6.0,6.0
S2B_MSIL2A_20180515T094029_71_59,5.0,5.0
S2A_MSIL2A_20170617T113321_68_57,2.0,2.0
S2B_MSIL2A_20170709T094029_58_84,6.0,6.0
S2B_MSIL2A_20180506T105029_58_14,6.0,
S2B_MSIL2A_20170924T93021_6_15,5.0,5.0
S2A_MSIL2A_20170617T113321_37_83,5.0,5.0
S2B_MSIL2A_20170808T094029_1_32,6.0,6.0
S2A_MSIL2A_20171121T112351_69_13,3.0,3.0
S2B_MSIL2A_20180422T093029_57_58,3.0,3.0
S2B_MSIL2A_20170709T094029_81_66,5.0,5.0
S2A_MSIL2A_20180413T095031_32_30,6.0,6.0
S2B_MSIL2A_20180204T94160_46_53,6.0,6.0
S2B_MSIL2A_20180201T093219_89_82,3.0,3.0
S2B_MSIL2A_20170825T093029_33_44,5.0,5.0
S2B_MSIL2A_20180525T94031_35_15,5.0,5.0
S2A_MSIL2A_20170813T112121_67_14,5.0,5.0
S2B_MSIL2A_20180220T114339_71_62,6.0,6.0
S2B_MSIL2A_20180515T112110_27_14,5.0,5.0
S2B_MSIL2A_20170914T093029_73_68,5.0,5.0
S2A_MSIL2A_20180205T100211_46_22,6.0,6.0
S2A_MSIL2A_20170613T101032_73_66,5.0,5.0
S2A_MSIL2A_20170613T101032_69_57,6.0,6.0
S2B_MSIL2A_20171016T101009_85_31,0.0,0.0
S2A_MSIL2A_20180419T101031_84_51,0.0,0.0
S2B_MSIL2A_20180502T093039_64_39,7.0,7.0
S2A_MSIL2A_20180413T095031_78_17,5.0,5.0
S2B_MSIL2A_20170709T094029_47_50,5.0,5.0
S2B_MSIL2A_20170808T094029_1_54,6.0,6.0
S2B_MSIL2A_20180521T100029_25_52,0.0,0.0
S2B_MSIL2A_20170927T94020_70_86,3.0,3.0
S2B_MSIL2A_20170924T093019_52_50,3.0,3.0
S2A_MSIL2A_20171104T095201_1_65,3.0,3.0
S2A_MSIL2A_20170905T095031_16_88,7.0,7.0
S2B_MSIL2A_20170927T094019_39_49,5.0,5.0
S2A_MSIL2A_20171002T112111_45_17,6.0,6.0
S2B_MSIL2A_20170825T093029_6_87,5.0,5.0
S2B_MSIL2A_20170927T094019_39_3,6.0,6.0
S2A_MSIL2A_20170704T112111_10_64,1.0,1.0
S2A_MSIL2A_20170827T092031_8_84,5.0,
S2B_MSIL2A_20180220T114339_20_25,2.0,2.0
S2B_MSIL2A_20180326T112109_86_3,5.0,5.0
S2B_MSIL2A_20180220T114339_14_7,2.0,2.0
S2B_MSIL2A_20170831T095029_28_45,6.0,6.0
S2B_MSIL2A_20180417T102019_69_35,3.0,3.0
S2A_MSIL2A_20171002T112111_26_59,6.0,6.0
S2B_MSIL2A_20180525T94030_46_31,6.0,6.0
S2B_MSIL2A_20180201T093219_31_79,3.0,3.0
S2A_MSIL2A_20171002T112111_23_80,3.0,3.0
S2B_MSIL2A_20180525T94030_90_19,5.0,5.0
S2B_MSIL2A_20180417T102019_67_68,5.0,5.0
S2B_MSIL2A_20170914T093029_74_30,5.0,5.0
S2B_MSIL2A_20180515T112109_80_66,4.0,1.0
S2A_MSIL2A_20170818T103021_39_79,7.0,7.0
S2B_MSIL2A_20170709T094029_12_89,5.0,5.0
S2A_MSIL2A_20170905T95032_19_22,3.0,3.0
S2B_MSIL2A_20170831T095029_24_35,5.0,5.0
S2B_MSIL2A_20180422T093029_20_38,5.0,5.0
S2A_MSIL2A_20180413T95032_80_37,0.0,0.0
S2B_MSIL2A_20170818T112109_62_40,6.0,
S2B_MSIL2A_20171206T094349_53_89,1.0,1.0
S2A_MSIL2A_20171101T094131_42_63,5.0,5.0
S2A_MSIL2A_20180509T101031_76_75,0.0,0.0
S2B_MSIL2A_20170829T105019_76_26,7.0,7.0
S2B_MSIL2A_20180421T100029_8_85,5.0,5.0
S2A_MSIL2A_20180413T095031_24_16,7.0,7.0
S2A_MSIL2A_20180205T100211_63_30,5.0,5.0
S2A_MSIL2A_20170905T095031_31_90,7.0,7.0
S2A_MSIL2A_20180526T100031_61_57,6.0,6.0
S2A_MSIL2A_20170701T093031_64_89,6.0,6.0
S2A_MSIL2A_20170818T103021_54_73,6.0,6.0
S2B_MSIL2A_20170924T93021_1_65,7.0,7.0
S2A_MSIL2A_20170617T113321_79_31,2.0,2.0
S2B_MSIL2A_20180525T094029_49_39,3.0,3.0
S2A_MSIL2A_20170717T113321_78_34,0.0,0.0
S2A_MSIL2A_20180413T095031_11_55,5.0,5.0
S2B_MSIL2A_20180515T094029_44_7,7.0,7.0
S2B_MSIL2A_20170927T094019_4_67,7.0,7.0
S2B_MSIL2A_20180511T100029_61_81,0.0,
S2B_MSIL2A_20170829T105019_32_4,6.0,6.0
S2B_MSIL2A_20170808T094029_3_89,7.0,7.0
S2A_MSIL2A_20180527T093041_10_10,3.0,
S2A_MSIL2A_20171002T112112_42_73,5.0,5.0
S2A_MSIL2A_20170717T113321_41_84,7.0,
S2A_MSIL2A_20170617T113321_23_76,5.0,5.0
S2B_MSIL2A_20170911T092019_6_4,3.0,3.0
S2A_MSIL2A_20170617T113321_61_77,7.0,7.0
S2B_MSIL2A_20170829T105019_81_54,6.0,6.0
S2B_MSIL2A_20180511T100029_75_65,0.0,0.0
S2B_MSIL2A_20170930T095019_74_62,6.0,6.0
S2B_MSIL2A_20170914T093029_42_43,5.0,5.0
S2B_MSIL2A_20180521T100029_86_7,3.0,3.0
S2B_MSIL2A_20170906T101019_37_67,0.0,0.0
S2B_MSIL2A_20180421T114349_58_9,5.0,5.0
S2A_MSIL2A_20180527T093041_84_13,5.0,
S2B_MSIL2A_20170906T101019_45_86,0.0,0.0
S2A_MSIL2A_20180413T95032_6_33,5.0,5.0
S2B_MSIL2A_20170817T101019_72_51,3.0,3.0
S2A_MSIL2A_20180419T101031_62_52,0.0,0.0
S2B_MSIL2A_20180515T094029_22_46,5.0,5.0
S2B_MSIL2A_20171016T101009_32_51,0.0,0.0
S2A_MSIL2A_20170818T103021_38_49,6.0,6.0
S2B_MSIL2A_20170831T095029_22_84,0.0,0.0
S2A_MSIL2A_20171002T112112_65_89,0.0,0.0
S2B_MSIL2A_20170914T093029_11_86,7.0,7.0
S2B_MSIL2A_20170927T94020_62_75,6.0,6.0
S2B_MSIL2A_20170923T100019_42_9,7.0,7.0
S2B_MSIL2A_20170818T112109_60_76,2.0,
S2A_MSIL2A_20180526T100031_81_11,5.0,5.0
S2B_MSIL2A_20170825T093029_69_82,5.0,5.0
S2B_MSIL2A_20180502T093039_49_74,7.0,7.0
S2B_MSIL2A_20180515T094029_48_54,5.0,5.0
S2A_MSIL2A_20180527T093041_67_1,3.0,
S2A_MSIL2A_20180529T115401_76_38,0.0,0.0
S2B_MSIL2A_20180224T112109_45_80,6.0,6.0
S2B_MSIL2A_20180522T093029_44_38,0.0,0.0
S2A_MSIL2A_20171221T112501_27_35,5.0,5.0
S2A_MSIL2A_20170813T112121_21_21,2.0,2.0
S2B_MSIL2A_20170817T101019_78_58,6.0,6.0
S2B_MSIL2A_20180521T100029_67_44,3.0,3.0
S2B_MSIL2A_20170914T93030_55_89,7.0,7.0
S2A_MSIL2A_20170816T095031_26_57,7.0,
S2B_MSIL2A_20170930T095019_51_21,6.0,6.0
S2A_MSIL2A_20180419T101031_83_81,0.0,0.0
S2B_MSIL2A_20170818T112109_77_72,6.0,
S2B_MSIL2A_20180511T100029_8_27,0.0,0.0
S2A_MSIL2A_20171208T093351_87_8,5.0,5.0
S2A_MSIL2A_20170613T101031_72_26,7.0,7.0
S2B_MSIL2A_20170812T092029_67_3,5.0,
S2A_MSIL2A_20170613T101032_90_17,7.0,7.0
S2A_MSIL2A_20170905T095031_20_35,6.0,6.0
S2B_MSIL2A_20180506T105029_79_4,6.0,6.0
S2A_MSIL2A_20171221T112501_37_76,6.0,6.0
S2B_MSIL2A_20170914T93030_9_35,6.0,6.0
S2A_MSIL2A_20180506T100031_58_88,6.0,6.0
S2B_MSIL2A_20180515T112109_56_39,4.0,5.0
S2A_MSIL2A_20180413T095031_89_83,5.0,5.0
S2A_MSIL2A_20170816T095031_16_9,6.0,
S2B_MSIL2A_20170930T095019_27_20,1.0,1.0
S2B_MSIL2A_20180511T100029_66_30,0.0,0.0
S2A_MSIL2A_20180529T115401_40_58,0.0,0.0
S2B_MSIL2A_20180421T100031_4_87,7.0,7.0
S2A_MSIL2A_20171208T093351_35_65,5.0,5.0
S2B_MSIL2A_20170814T100029_90_81,0.0,
S2A_MSIL2A_20171002T112112_63_21,6.0,6.0
S2A_MSIL2A_20180318T093031_58_70,6.0,6.0
S2A_MSIL2A_20170818T103021_50_15,5.0,5.0
S2A_MSIL2A_20170803T094031_59_38,5.0,5.0
S2A_MSIL2A_20170704T112111_79_65,5.0,5.0
S2B_MSIL2A_20170924T93020_48_65,5.0,5.0
S2B_MSIL2A_20170914T93030_40_72,6.0,6.0
S2B_MSIL2A_20180326T112109_74_10,6.0,6.0
S2A_MSIL2A_20180413T095031_17_45,6.0,6.0
S2B_MSIL2A_20170924T93020_28_90,6.0,6.0
S2A_MSIL2A_20170816T095031_90_19,6.0,
S2B_MSIL2A_20170814T100029_63_80,0.0,
S2B_MSIL2A_20180421T114349_69_85,0.0,0.0
S2A_MSIL2A_20170613T101031_85_41,5.0,5.0
S2A_MSIL2A_20170803T094031_82_19,1.0,1.0
S2B_MSIL2A_20170825T093029_26_83,2.0,2.0
S2B_MSIL2A_20170718T115359_3_43,0.0,0.0
S2B_MSIL2A_20180515T094029_15_37,3.0,3.0
S2B_MSIL2A_20180421T100030_90_78,5.0,5.0
S2A_MSIL2A_20171208T093351_5_40,3.0,3.0
S2A_MSIL2A_20171002T094031_64_54,1.0,1.0
S2A_MSIL2A_20170704T112111_84_44,6.0,6.0
S2B_MSIL2A_20180326T112109_86_41,6.0,6.0
S2B_MSIL2A_20170927T094019_50_60,5.0,
S2B_MSIL2A_20180225T105019_61_0,7.0,7.0
S2B_MSIL2A_20170906T101019_43_44,5.0,5.0
S2B_MSIL2A_20170718T115359_19_44,0.0,0.0
S2B_MSIL2A_20180502T093039_87_46,5.0,5.0
S2B_MSIL2A_20170924T93020_0_0,6.0,6.0
S2B_MSIL2A_20180326T112109_76_6,5.0,5.0
S2B_MSIL2A_20170927T94020_89_89,7.0,7.0
S2B_MSIL2A_20180502T093039_90_18,6.0,6.0
S2B_MSIL2A_20170924T93020_85_15,3.0,3.0
S2B_MSIL2A_20170927T094019_88_88,5.0,5.0
S2B_MSIL2A_20180225T105019_87_53,7.0,7.0
S2B_MSIL2A_20180511T100029_47_69,0.0,0.0
S2A_MSIL2A_20171002T112111_1_0,5.0,5.0
S2A_MSIL2A_20170704T112111_34_67,6.0,6.0
S2A_MSIL2A_20170704T112111_44_42,3.0,3.0
S2A_MSIL2A_20180506T100031_62_47,7.0,7.0
S2B_MSIL2A_20170825T093029_65_81,5.0,5.0
S2B_MSIL2A_20180326T112109_33_1,7.0,7.0
S2B_MSIL2A_20170825T093029_35_63,6.0,6.0
S2A_MSIL2A_20171201T112431_9_10,0.0,
S2A_MSIL2A_20180506T100031_53_89,6.0,6.0
S2A_MSIL2A_20171101T94132_78_73,3.0,3.0
S2B_MSIL2A_20170924T93020_15_50,6.0,6.0
S2A_MSIL2A_20171002T112112_79_72,6.0,6.0
S2A_MSIL2A_20170701T093031_9_9,3.0,3.0
S2A_MSIL2A_20170617T113321_78_84,0.0,0.0
S2A_MSIL2A_20170613T101032_90_29,6.0,6.0
S2A_MSIL2A_20170704T112111_12_65,5.0,5.0
S2B_MSIL2A_20171206T094349_61_83,7.0,7.0
S2A_MSIL2A_20170717T113321_33_0,2.0,2.0
S2B_MSIL2A_20170825T093029_38_58,5.0,5.0
S2A_MSIL2A_20170803T094031_50_83,5.0,5.0
S2A_MSIL2A_20180508T104031_30_76,5.0,5.0
S2B_MSIL2A_20170924T93021_20_56,7.0,7.0
S2B_MSIL2A_20180521T100029_85_56,3.0,3.0
S2B_MSIL2A_20170924T93022_13_9,5.0,5.0
S2B_MSIL2A_20180525T94030_73_68,5.0,5.0
S2B_MSIL2A_20180515T112110_32_75,5.0,5.0
S2B_MSIL2A_20180515T112109_68_35,4.0,5.0
S2B_MSIL2A_20170818T112109_86_58,3.0,
S2B_MSIL2A_20171015T104009_20_10,5.0,5.0
S2A_MSIL2A_20171221T112501_72_24,6.0,6.0
S2A_MSIL2A_20180413T095031_33_11,7.0,7.0
S2B_MSIL2A_20180224T112109_59_20,5.0,5.0
S2B_MSIL2A_20180204T94160_12_6,5.0,5.0
S2A_MSIL2A_20170905T95032_10_35,5.0,5.0
S2B_MSIL2A_20180326T112109_12_57,7.0,7.0
S2B_MSIL2A_20180421T114349_72_29,6.0,6.0
S2B_MSIL2A_20180509T092029_25_33,3.0,3.0
S2A_MSIL2A_20180527T093041_71_70,3.0,
S2B_MSIL2A_20170906T101019_11_47,0.0,0.0
S2A_MSIL2A_20170803T094031_57_37,5.0,5.0
S2B_MSIL2A_20180204T094159_62_39,5.0,5.0
S2B_MSIL2A_20180421T114349_80_39,0.0,0.0
S2A_MSIL2A_20170704T112111_35_47,5.0,5.0
S2A_MSIL2A_20171101T94132_40_58,5.0,5.0
S2B_MSIL2A_20171206T094349_82_4,6.0,6.0
S2B_MSIL2A_20170924T93021_17_86,5.0,5.0
S2B_MSIL2A_20180525T094029_30_63,6.0,6.0
S2A_MSIL2A_20171121T112351_6_79,6.0,6.0
S2B_MSIL2A_20170808T094029_81_24,5.0,5.0
S2B_MSIL2A_20170914T93030_40_79,3.0,3.0
S2B_MSIL2A_20180417T102019_61_81,3.0,3.0
S2A_MSIL2A_20180509T101031_77_53,0.0,0.0
S2B_MSIL2A_20180515T094029_18_72,5.0,5.0
S2A_MSIL2A_20171121T112351_46_4,5.0,5.0
S2A_MSIL2A_20170704T112111_22_56,6.0,6.0
S2B_MSIL2A_20180515T094029_88_85,3.0,3.0
S2B_MSIL2A_20170924T093019_61_6,0.0,0.0
S2A_MSIL2A_20180529T115401_84_57,0.0,0.0
S2B_MSIL2A_20170808T094029_47_24,6.0,6.0
S2B_MSIL2A_20170818T112109_63_10,6.0,
S2B_MSIL2A_20180502T093039_23_18,6.0,6.0
S2B_MSIL2A_20171112T114339_81_68,0.0,0.0
S2A_MSIL2A_20170816T095031_75_79,5.0,
S2B_MSIL2A_20180204T94160_9_16,3.0,3.0
S2A_MSIL2A_20170613T101031_68_45,7.0,7.0
S2B_MSIL2A_20170709T094029_66_56,3.0,3.0
S2B_MSIL2A_20170927T094019_41_68,5.0,5.0
S2B_MSIL2A_20180525T94031_78_18,5.0,5.0
S2A_MSIL2A_20170617T113321_49_42,5.0,5.0
S2B_MSIL2A_20180515T112110_83_89,6.0,6.0
S2B_MSIL2A_20170817T101019_49_18,0.0,0.0
S2B_MSIL2A_20171112T114339_5_64,2.0,2.0
S2A_MSIL2A_20170717T113321_34_15,2.0,2.0
S2A_MSIL2A_20170613T101031_85_26,6.0,6.0
S2B_MSIL2A_20170911T092019_13_36,3.0,3.0
S2B_MSIL2A_20180515T112109_44_69,4.0,6.0
S2B_MSIL2A_20180326T112109_58_17,5.0,5.0
S2B_MSIL2A_20180521T100029_76_68,3.0,3.0
S2A_MSIL2A_20170701T093031_63_15,3.0,3.0
S2A_MSIL2A_20180419T101031_25_73,0.0,0.0
S2B_MSIL2A_20170924T93021_5_44,2.0,2.0
S2A_MSIL2A_20171002T112111_44_14,5.0,5.0
S2A_MSIL2A_20180526T100031_65_74,5.0,5.0
S2B_MSIL2A_20180525T094029_66_39,3.0,3.0
S2A_MSIL2A_20180509T101031_85_74,0.0,0.0
S2B_MSIL2A_20170924T093019_54_5,5.0,5.0
S2B_MSIL2A_20170817T101019_19_57,0.0,0.0
S2B_MSIL2A_20180326T112109_2_34,0.0,0.0
S2B_MSIL2A_20180421T100029_74_8,7.0,7.0
S2A_MSIL2A_20180507T093041_12_68,5.0,5.0
