,split,patch_id,v1-labels,v2-labels
14526,validation,S2A_MSIL2A_20180526T100031_38_76,Mixed,Mixed
14527,validation,S2A_MSIL2A_20171002T112111_72_51,Other,Other
14528,validation,S2A_MSIL2A_20170617T113321_20_57,Other,Other
14529,validation,S2B_MSIL2A_20180515T094029_52_21,Other,Other
14530,validation,S2B_MSIL2A_20180421T100029_70_17,Mixed,Mixed
14531,validation,S2A_MSIL2A_20171221T112501_33_22,Mixed,Mixed
14532,validation,S2B_MSIL2A_20171112T114339_23_16,Other,Other
14533,validation,S2B_MSIL2A_20180515T112109_15_38,Urban fabric,Other
14534,validation,S2B_MSIL2A_20180515T112109_68_17,Urban fabric,Other
14535,validation,S2A_MSIL2A_20171221T112501_77_63,Other,Other
14536,validation,S2B_MSIL2A_20171206T094349_72_57,Other,Other
14537,validation,S2B_MSIL2A_20180224T112109_48_77,Other,Other
14538,validation,S2A_MSIL2A_20170617T113321_42_20,Other,Other
14539,validation,S2A_MSIL2A_20170717T113321_21_74,Other,Other
14540,validation,S2B_MSIL2A_20180515T112109_22_34,Urban fabric,Other
14541,validation,S2B_MSIL2A_20180224T112109_66_13,Other,Other
14542,validation,S2B_MSIL2A_20170914T093029_19_42,Other,Other
14543,validation,S2B_MSIL2A_20171206T094349_69_61,Other,Other
14544,validation,S2B_MSIL2A_20171112T114339_27_20,Other,Other
14545,validation,S2B_MSIL2A_20180515T094029_13_69,Other,Other
14546,validation,S2B_MSIL2A_20170914T93030_15_70,Other,Other
14547,validation,S2B_MSIL2A_20180220T114339_41_74,Other,Other
14548,validation,S2B_MSIL2A_20170829T105019_52_17,Mixed,Mixed
14549,validation,S2A_MSIL2A_20180506T100031_17_62,Other,Other
14550,validation,S2B_MSIL2A_20180421T100030_19_70,Mixed,Mixed
14551,validation,S2B_MSIL2A_20170914T93030_38_72,Other,Other
14552,validation,S2A_MSIL2A_20180430T094031_57_15,Other,Other
14553,validation,S2B_MSIL2A_20170930T095019_65_19,Other,Other
14554,validation,S2A_MSIL2A_20170704T112111_38_74,Other,Other
14555,validation,S2B_MSIL2A_20170829T105019_71_29,Mixed,Mixed
14556,validation,S2A_MSIL2A_20180510T094031_44_74,Other,Other
14557,validation,S2B_MSIL2A_20170914T93030_66_72,Other,Other
14558,validation,S2B_MSIL2A_20170927T094019_16_24,Other,Other
14559,validation,S2B_MSIL2A_20180515T112110_13_36,Other,Other
14560,validation,S2B_MSIL2A_20170906T101020_35_73,Other,Other
14561,validation,S2A_MSIL2A_20170717T113321_40_73,Other,Other
14562,validation,S2B_MSIL2A_20170930T095019_77_28,Other,Other
14563,validation,S2A_MSIL2A_20171002T094031_57_13,Other,Other
14564,validation,S2A_MSIL2A_20170617T113321_75_36,Other,Other
14565,validation,S2A_MSIL2A_20171002T112112_17_38,Other,Other
14566,validation,S2A_MSIL2A_20171121T112351_19_65,Other,Other
14567,validation,S2B_MSIL2A_20180515T112110_50_77,Other,Other
14568,validation,S2A_MSIL2A_20171002T112112_72_27,Other,Other
14569,validation,S2A_MSIL2A_20170704T112111_22_59,Other,Other
14570,validation,S2A_MSIL2A_20171221T112501_64_70,Other,Other
14571,validation,S2A_MSIL2A_20171015T095031_20_54,Mixed,Mixed
14572,validation,S2A_MSIL2A_20170803T094031_70_72,Mixed,Mixed
14573,validation,S2B_MSIL2A_20171015T104009_26_73,Mixed,Mixed
14574,validation,S2B_MSIL2A_20170927T094019_19_20,Other,Other
14575,validation,S2B_MSIL2A_20180421T100029_28_75,Mixed,Mixed
14576,validation,S2B_MSIL2A_20180515T112109_41_70,Urban fabric,Other
14577,validation,S2B_MSIL2A_20180421T100029_71_74,Mixed,Mixed
14578,validation,S2A_MSIL2A_20171121T112351_76_73,Other,Other
14579,validation,S2B_MSIL2A_20180224T112109_55_71,Other,Other
14580,validation,S2B_MSIL2A_20170927T094019_20_54,Other,Other
14581,validation,S2B_MSIL2A_20170924T093019_70_25,Other,Other
14582,validation,S2A_MSIL2A_20170717T113321_61_76,Mixed,Mixed
14583,validation,S2A_MSIL2A_20171002T094031_70_35,Other,Other
14584,validation,S2B_MSIL2A_20170914T093029_21_61,Other,Other
14585,validation,S2A_MSIL2A_20170813T112121_45_74,Other,Other
14586,validation,S2A_MSIL2A_20171015T095031_20_18,Other,Other
14587,validation,S2B_MSIL2A_20170927T094019_77_67,Other,Other
14588,validation,S2B_MSIL2A_20180224T112109_46_14,Other,Other
14589,validation,S2B_MSIL2A_20170930T095019_15_47,Other,Other
14590,validation,S2B_MSIL2A_20180502T093039_20_58,Mixed,Mixed
14591,validation,S2A_MSIL2A_20171201T112431_45_16,Other,Other
14592,validation,S2A_MSIL2A_20171221T112501_41_69,Other,Other
14593,validation,S2A_MSIL2A_20170704T112111_73_60,Other,Other
14594,validation,S2A_MSIL2A_20171002T094031_69_41,Other,Other
14595,validation,S2B_MSIL2A_20170927T094019_63_20,Other,Other
14596,validation,S2A_MSIL2A_20171002T112111_39_77,Other,Other
14597,validation,S2B_MSIL2A_20180515T112109_73_57,Urban fabric,Other
14598,validation,S2A_MSIL2A_20171221T112501_49_71,Other,Other
14599,validation,S2A_MSIL2A_20171201T112431_16_45,Other,Other
14600,validation,S2B_MSIL2A_20170927T094019_57_21,Other,Other
14601,validation,S2A_MSIL2A_20180430T094031_35_15,Other,Other
14602,validation,S2B_MSIL2A_20180224T112109_77_70,Other,Other
14603,validation,S2B_MSIL2A_20170817T101019_35_72,Other,Other
14604,validation,S2B_MSIL2A_20180220T114339_57_74,Other,Other
14605,validation,S2A_MSIL2A_20180413T095031_77_54,Other,Other
14606,validation,S2B_MSIL2A_20170831T095029_15_71,Mixed,Mixed
14607,validation,S2A_MSIL2A_20171002T094031_76_19,Other,Other
14608,validation,S2B_MSIL2A_20170927T094019_21_31,Other,Other
14609,validation,S2B_MSIL2A_20170924T93022_20_23,Other,Other
14610,validation,S2B_MSIL2A_20170817T101019_52_69,Other,Other
14611,validation,S2A_MSIL2A_20170813T112121_61_22,Other,Other
14612,validation,S2A_MSIL2A_20171015T095031_16_50,Other,Other
14613,validation,S2B_MSIL2A_20171015T104010_16_67,Mixed,Mixed
14614,validation,S2B_MSIL2A_20180326T112109_76_31,Other,Other
14615,validation,S2A_MSIL2A_20171002T112112_61_19,Other,Other
14616,validation,S2A_MSIL2A_20171221T112501_71_26,Mixed,Mixed
14617,validation,S2A_MSIL2A_20180526T100031_37_77,Mixed,Mixed
14618,validation,S2A_MSIL2A_20171104T095201_22_25,Other,Other
14619,validation,S2B_MSIL2A_20170930T095019_26_70,Other,Other
14620,validation,S2B_MSIL2A_20180525T94030_19_74,Other,Other
14621,validation,S2B_MSIL2A_20171219T095409_35_13,Mixed,Mixed
14622,validation,S2B_MSIL2A_20180422T093029_14_23,Mixed,Mixed
14623,validation,S2B_MSIL2A_20180521T100029_75_15,Other,Other
14624,validation,S2A_MSIL2A_20170717T113321_74_58,Mixed,Mixed
14625,validation,S2B_MSIL2A_20180421T114349_32_73,Other,Other
14626,validation,S2B_MSIL2A_20180220T114339_46_71,Other,Other
14627,validation,S2A_MSIL2A_20171015T095031_20_23,Mixed,Mixed
14628,validation,S2A_MSIL2A_20171002T112112_72_15,Mixed,Mixed
14629,validation,S2B_MSIL2A_20170927T094019_43_16,Other,Other
14630,validation,S2A_MSIL2A_20171221T112501_16_61,Mixed,Mixed
14631,validation,S2A_MSIL2A_20171221T112501_18_54,Other,Other
14632,validation,S2B_MSIL2A_20180224T112109_71_35,Other,Other
14633,validation,S2B_MSIL2A_20180220T114339_70_50,Other,Other
14634,validation,S2B_MSIL2A_20180515T112109_76_63,Urban fabric,Other
14635,validation,S2A_MSIL2A_20180510T094031_67_73,Other,Other
14636,validation,S2A_MSIL2A_20171221T112501_73_66,Other,Other
14637,validation,S2B_MSIL2A_20180421T100029_71_60,Mixed,Mixed
14638,validation,S2B_MSIL2A_20180326T112109_23_71,Other,Other
14639,validation,S2B_MSIL2A_20180421T114349_17_62,Other,Other
14640,validation,S2B_MSIL2A_20180224T112109_74_15,Other,Other
14641,validation,S2A_MSIL2A_20171002T094031_72_42,Other,Other
14642,validation,S2A_MSIL2A_20170803T094031_48_69,Other,Other
14643,validation,S2B_MSIL2A_20180511T100029_37_13,Other,Other
14644,validation,S2A_MSIL2A_20170704T112111_70_33,Other,Other
14645,validation,S2B_MSIL2A_20180201T093219_37_72,Other,Other
14646,validation,S2A_MSIL2A_20180413T095031_77_61,Other,Other
14647,validation,S2B_MSIL2A_20180515T112110_73_53,Other,Other
14648,validation,S2A_MSIL2A_20171002T112112_18_43,Other,Other
14649,validation,S2A_MSIL2A_20171002T094031_77_56,Mixed,Mixed
14650,validation,S2A_MSIL2A_20180506T100031_53_15,Mixed,Mixed
14651,validation,S2B_MSIL2A_20170831T095029_37_75,Other,Other
14652,validation,S2A_MSIL2A_20170818T103021_32_71,Mixed,Mixed
14653,validation,S2B_MSIL2A_20170808T094029_59_74,Other,Other
14654,validation,S2A_MSIL2A_20171002T112111_73_64,Other,Other
14655,validation,S2A_MSIL2A_20170813T112121_69_16,Other,Other
14656,validation,S2A_MSIL2A_20170617T113321_24_16,Other,Other
14657,validation,S2B_MSIL2A_20180515T112110_20_68,Other,Other
14658,validation,S2B_MSIL2A_20170824T100019_56_14,Other,Other
14659,validation,S2A_MSIL2A_20171002T112111_74_67,Other,Other
14660,validation,S2B_MSIL2A_20180224T112109_19_28,Other,Other
14661,validation,S2A_MSIL2A_20170717T113321_73_47,Mixed,Mixed
14662,validation,S2A_MSIL2A_20170717T113321_54_13,Other,Other
14663,validation,S2B_MSIL2A_20171206T094349_56_13,Other,Other
14664,validation,S2A_MSIL2A_20171221T112501_75_60,Other,Other
14665,validation,S2A_MSIL2A_20170617T113321_77_21,Other,Other
14666,validation,S2A_MSIL2A_20170701T093031_20_31,Other,Other
14667,validation,S2A_MSIL2A_20170813T112121_20_47,Other,Other
14668,validation,S2A_MSIL2A_20171002T112112_15_49,Other,Other
14669,validation,S2A_MSIL2A_20180506T100031_20_62,Mixed,Mixed
14670,validation,S2B_MSIL2A_20170930T095019_38_21,Other,Other
14671,validation,S2A_MSIL2A_20171002T094031_68_16,Mixed,Mixed
14672,validation,S2B_MSIL2A_20180515T094029_42_15,Other,Other
14673,validation,S2B_MSIL2A_20180224T112109_58_73,Other,Other
14674,validation,S2A_MSIL2A_20171201T112431_22_15,Other,Other
14675,validation,S2B_MSIL2A_20180515T112109_41_13,Urban fabric,Other
14676,validation,S2B_MSIL2A_20171219T095409_28_73,Mixed,Mixed
14677,validation,S2B_MSIL2A_20180502T093039_16_61,Other,Other
14678,validation,S2B_MSIL2A_20180421T114349_39_20,Other,Other
14679,validation,S2B_MSIL2A_20180515T112110_74_45,Other,Other
14680,validation,S2A_MSIL2A_20180318T093031_59_70,Other,Other
14681,validation,S2A_MSIL2A_20180506T100031_15_34,Other,Other
14682,validation,S2B_MSIL2A_20170914T093029_16_19,Other,Other
14683,validation,S2A_MSIL2A_20170818T103021_65_16,Other,Other
14684,validation,S2A_MSIL2A_20170704T112111_22_27,Other,Other
14685,validation,S2A_MSIL2A_20171221T112501_19_44,Other,Other
14686,validation,S2B_MSIL2A_20170930T095019_23_16,Mixed,Mixed
14687,validation,S2B_MSIL2A_20180525T094029_16_43,Other,Other
14688,validation,S2B_MSIL2A_20180515T112110_73_63,Other,Other
14689,validation,S2A_MSIL2A_20171201T112431_16_49,Other,Other
14690,validation,S2A_MSIL2A_20170617T113321_76_37,Mixed,Mixed
14691,validation,S2A_MSIL2A_20171201T112431_74_49,Other,Other
14692,validation,S2B_MSIL2A_20170808T094029_15_42,Other,Other
14693,validation,S2B_MSIL2A_20180224T112109_49_77,Other,Other
14694,validation,S2B_MSIL2A_20170930T095019_73_51,Other,Other
14695,validation,S2B_MSIL2A_20180326T112109_24_13,Mixed,Mixed
14696,validation,S2A_MSIL2A_20170818T103021_58_14,Mixed,Mixed
14697,validation,S2A_MSIL2A_20171201T112431_33_74,Mixed,Mixed
14698,validation,S2A_MSIL2A_20170717T113321_51_21,Other,Other
14699,validation,S2A_MSIL2A_20180430T094031_61_75,Mixed,Mixed
14700,validation,S2A_MSIL2A_20170717T113321_71_47,Mixed,Mixed
14701,validation,S2A_MSIL2A_20170704T112111_68_71,Other,Other
14702,validation,S2B_MSIL2A_20170930T095019_18_27,Other,Other
14703,validation,S2B_MSIL2A_20180525T094029_64_20,Other,Other
14704,validation,S2B_MSIL2A_20180502T093039_32_71,Other,Other
14705,validation,S2B_MSIL2A_20180422T093029_22_21,Other,Other
14706,validation,S2B_MSIL2A_20170817T101019_76_58,Other,Other
14707,validation,S2B_MSIL2A_20180421T100030_42_20,Mixed,Mixed
14708,validation,S2B_MSIL2A_20180521T100029_69_62,Other,Other
14709,validation,S2B_MSIL2A_20180224T112109_74_39,Other,Other
14710,validation,S2B_MSIL2A_20171206T094349_70_59,Other,Other
14711,validation,S2B_MSIL2A_20170924T93020_28_13,Other,Other
14712,validation,S2B_MSIL2A_20170924T93020_19_38,Other,Other
14713,validation,S2B_MSIL2A_20171206T094349_47_18,Other,Other
14714,validation,S2A_MSIL2A_20180510T094031_47_73,Other,Other
14715,validation,S2B_MSIL2A_20180421T114349_17_26,Other,Other
14716,validation,S2A_MSIL2A_20180413T95032_70_23,Mixed,Mixed
14717,validation,S2A_MSIL2A_20170813T112121_47_71,Other,Other
14718,validation,S2B_MSIL2A_20180506T105029_53_16,Mixed,Mixed
14719,validation,S2A_MSIL2A_20180225T114351_35_18,Other,Other
14720,validation,S2B_MSIL2A_20180421T100029_72_48,Other,Other
14721,validation,S2A_MSIL2A_20180430T094031_69_60,Other,Other
14722,validation,S2B_MSIL2A_20170927T094019_14_68,Mixed,Mixed
14723,validation,S2B_MSIL2A_20180326T112109_36_17,Other,Other
14724,validation,S2B_MSIL2A_20171219T095409_73_48,Other,Other
14725,validation,S2A_MSIL2A_20170813T112121_64_73,Mixed,Mixed
14726,validation,S2B_MSIL2A_20180421T100029_74_40,Other,Other
14727,validation,S2B_MSIL2A_20170924T93021_31_76,Other,Other
14728,validation,S2A_MSIL2A_20170717T113321_19_52,Other,Other
14729,validation,S2B_MSIL2A_20171015T104009_20_45,Other,Other
14730,validation,S2A_MSIL2A_20180510T094031_25_70,Other,Other
14731,validation,S2B_MSIL2A_20170906T101020_53_73,Other,Other
14732,validation,S2B_MSIL2A_20180509T092029_30_21,Mixed,Mixed
14733,validation,S2B_MSIL2A_20171219T095409_52_70,Other,Other
14734,validation,S2B_MSIL2A_20171219T095409_75_16,Mixed,Mixed
14735,validation,S2B_MSIL2A_20180422T093029_16_21,Other,Other
14736,validation,S2A_MSIL2A_20171121T112351_13_76,Other,Other
14737,validation,S2B_MSIL2A_20180502T093039_21_56,Other,Other
14738,validation,S2A_MSIL2A_20171002T112111_65_13,Other,Other
14739,validation,S2B_MSIL2A_20180515T112109_76_41,Urban fabric,Other
14740,validation,S2B_MSIL2A_20170924T093019_70_60,Other,Other
14741,validation,S2B_MSIL2A_20170924T93020_39_13,Other,Other
14742,validation,S2A_MSIL2A_20170717T113321_72_65,Mixed,Mixed
14743,validation,S2B_MSIL2A_20170709T094029_67_20,Other,Other
14744,validation,S2B_MSIL2A_20180220T114339_74_51,Other,Other
14745,validation,S2B_MSIL2A_20180521T100029_74_55,Other,Other
14746,validation,S2A_MSIL2A_20180510T094031_76_77,Other,Other
14747,validation,S2A_MSIL2A_20170905T095031_15_14,Other,Other
14748,validation,S2B_MSIL2A_20170924T093019_46_69,Other,Other
14749,validation,S2A_MSIL2A_20170617T113321_55_74,Other,Other
14750,validation,S2A_MSIL2A_20171002T112111_20_64,Mixed,Mixed
14751,validation,S2B_MSIL2A_20170927T094019_28_19,Mixed,Mixed
14752,validation,S2A_MSIL2A_20180225T114351_33_19,Other,Other
14753,validation,S2B_MSIL2A_20180225T105019_51_17,Mixed,Mixed
14754,validation,S2A_MSIL2A_20180430T094031_38_21,Other,Other
14755,validation,S2A_MSIL2A_20171002T112111_61_18,Other,Other
14756,validation,S2A_MSIL2A_20170613T101031_74_51,Mixed,Mixed
14757,validation,S2B_MSIL2A_20170911T092019_42_22,Mixed,Mixed
14758,validation,S2A_MSIL2A_20170818T103021_48_18,Other,Other
14759,validation,S2B_MSIL2A_20170927T94020_15_51,Other,Other
14760,validation,S2B_MSIL2A_20180515T112110_16_39,Other,Other
14761,validation,S2A_MSIL2A_20170813T112121_58_14,Other,Other
14762,validation,S2A_MSIL2A_20171002T112112_77_24,Other,Other
14763,validation,S2B_MSIL2A_20170930T095019_73_61,Other,Other
14764,validation,S2A_MSIL2A_20180225T114351_45_13,Other,Other
14765,validation,S2B_MSIL2A_20180326T112109_19_16,Other,Other
14766,validation,S2B_MSIL2A_20170906T101019_69_22,Other,Other
14767,validation,S2A_MSIL2A_20170613T101031_74_73,Other,Other
14768,validation,S2B_MSIL2A_20180421T100029_53_70,Other,Other
14769,validation,S2A_MSIL2A_20171002T094031_36_16,Other,Other
14770,validation,S2B_MSIL2A_20170930T095019_56_69,Other,Other
14771,validation,S2B_MSIL2A_20170914T093029_18_69,Other,Other
14772,validation,S2B_MSIL2A_20180326T112109_74_21,Other,Other
14773,validation,S2A_MSIL2A_20170704T112111_45_76,Other,Other
14774,validation,S2A_MSIL2A_20171002T094031_48_22,Other,Other
14775,validation,S2A_MSIL2A_20180506T100031_74_39,Mixed,Mixed
14776,validation,S2B_MSIL2A_20180421T100030_34_77,Other,Other
14777,validation,S2B_MSIL2A_20170924T93022_20_18,Other,Other
14778,validation,S2B_MSIL2A_20180525T94030_71_28,Other,Other
14779,validation,S2A_MSIL2A_20170613T101031_74_23,Other,Other
14780,validation,S2B_MSIL2A_20170927T094019_28_15,Mixed,Mixed
14781,validation,S2A_MSIL2A_20170818T103021_60_13,Mixed,Mixed
14782,validation,S2A_MSIL2A_20180507T093041_13_14,Other,Other
14783,validation,S2B_MSIL2A_20171206T094349_58_75,Mixed,Mixed
14784,validation,S2B_MSIL2A_20180422T093029_16_19,Other,Other
14785,validation,S2B_MSIL2A_20180502T093039_13_34,Other,Other
14786,validation,S2B_MSIL2A_20180220T114339_63_76,Mixed,Mixed
14787,validation,S2B_MSIL2A_20180224T112109_72_76,Other,Other
14788,validation,S2A_MSIL2A_20171015T095031_16_39,Mixed,Mixed
14789,validation,S2A_MSIL2A_20180318T093031_21_30,Other,Other
14790,validation,S2A_MSIL2A_20171002T094031_57_17,Other,Other
14791,validation,S2B_MSIL2A_20170930T095019_20_32,Mixed,Mixed
14792,validation,S2A_MSIL2A_20170704T112111_75_63,Other,Other
14793,validation,S2B_MSIL2A_20170930T095019_60_15,Other,Other
14794,validation,S2A_MSIL2A_20180413T095031_36_19,Other,Other
14795,validation,S2A_MSIL2A_20171015T095031_41_77,Other,Other
14796,validation,S2B_MSIL2A_20180515T112110_30_77,Other,Other
14797,validation,S2A_MSIL2A_20170813T112121_21_45,Other,Other
14798,validation,S2A_MSIL2A_20180510T094031_42_72,Other,Other
14799,validation,S2B_MSIL2A_20170924T93021_29_16,Other,Other
14800,validation,S2B_MSIL2A_20180220T114339_66_71,Urban fabric,Urban fabric
14801,validation,S2B_MSIL2A_20170831T095029_17_49,Mixed,Mixed
14802,validation,S2A_MSIL2A_20180510T094031_15_50,Other,Other
14803,validation,S2B_MSIL2A_20170808T094029_20_16,Other,Other
14804,validation,S2B_MSIL2A_20170927T094019_31_76,Other,Other
14805,validation,S2A_MSIL2A_20180413T095031_60_75,Mixed,Mixed
14806,validation,S2A_MSIL2A_20170701T093031_55_69,Other,Other
14807,validation,S2B_MSIL2A_20170927T094019_22_23,Other,Other
14808,validation,S2A_MSIL2A_20171221T112501_77_26,Other,Other
14809,validation,S2B_MSIL2A_20180509T092029_25_22,Mixed,Mixed
14810,validation,S2B_MSIL2A_20180525T094029_18_31,Other,Other
14811,validation,S2A_MSIL2A_20171201T112431_24_73,Other,Other
14812,validation,S2B_MSIL2A_20180421T100030_30_18,Mixed,Mixed
14813,validation,S2B_MSIL2A_20180521T100029_37_70,Other,Other
14814,validation,S2A_MSIL2A_20171002T112112_16_58,Other,Other
14815,validation,S2B_MSIL2A_20171015T104009_34_77,Mixed,Mixed
14816,validation,S2A_MSIL2A_20170704T112111_16_41,Other,Other
14817,validation,S2A_MSIL2A_20170813T112121_44_21,Other,Other
14818,validation,S2A_MSIL2A_20171015T095031_20_59,Other,Other
14819,validation,S2A_MSIL2A_20170818T103021_16_32,Mixed,Mixed
14820,validation,S2A_MSIL2A_20180526T100031_16_27,Other,Other
14821,validation,S2B_MSIL2A_20170927T094019_73_51,Other,Other
14822,validation,S2B_MSIL2A_20180326T112109_22_17,Other,Other
14823,validation,S2A_MSIL2A_20170803T094031_55_15,Other,Other
14824,validation,S2A_MSIL2A_20171201T112431_43_17,Other,Other
14825,validation,S2A_MSIL2A_20170717T113321_68_70,Urban fabric,Urban fabric
14826,validation,S2A_MSIL2A_20170803T094031_62_20,Other,Other
14827,validation,S2A_MSIL2A_20170813T112121_14_41,Other,Other
14828,validation,S2B_MSIL2A_20180224T112109_74_52,Other,Other
14829,validation,S2B_MSIL2A_20180515T112109_74_51,Urban fabric,Other
14830,validation,S2A_MSIL2A_20170905T095031_55_70,Other,Other
14831,validation,S2A_MSIL2A_20171002T094031_73_28,Other,Other
14832,validation,S2B_MSIL2A_20180422T093029_34_71,Other,Other
14833,validation,S2B_MSIL2A_20170930T095019_73_34,Other,Other
14834,validation,S2A_MSIL2A_20180430T094031_63_18,Other,Other
14835,validation,S2A_MSIL2A_20170704T112111_21_42,Other,Other
14836,validation,S2A_MSIL2A_20180430T094031_67_20,Other,Other
14837,validation,S2A_MSIL2A_20180225T114351_16_69,Other,Other
14838,validation,S2B_MSIL2A_20170914T93030_57_70,Other,Other
14839,validation,S2A_MSIL2A_20170613T101031_70_16,Mixed,Mixed
14840,validation,S2B_MSIL2A_20171107T105229_76_13,Mixed,Mixed
14841,validation,S2B_MSIL2A_20170808T094029_14_42,Mixed,Mixed
14842,validation,S2A_MSIL2A_20180507T093041_13_75,Other,Other
14843,validation,S2B_MSIL2A_20170924T93014_18_18,Other,Other
14844,validation,S2B_MSIL2A_20180224T112109_40_14,Other,Other
14845,validation,S2B_MSIL2A_20170817T101019_45_76,Other,Other
14846,validation,S2B_MSIL2A_20170923T100019_59_14,Mixed,Mixed
14847,validation,S2B_MSIL2A_20171219T095409_76_45,Mixed,Mixed
14848,validation,S2A_MSIL2A_20170701T093031_14_57,Other,Other
14849,validation,S2B_MSIL2A_20170914T093029_22_48,Other,Other
14850,validation,S2A_MSIL2A_20170905T095031_19_42,Other,Other
14851,validation,S2B_MSIL2A_20170808T094029_47_76,Other,Other
14852,validation,S2B_MSIL2A_20180224T112109_77_42,Other,Other
14853,validation,S2B_MSIL2A_20170709T094029_19_58,Other,Other
14854,validation,S2B_MSIL2A_20170906T101019_60_19,Mixed,Mixed
14855,validation,S2A_MSIL2A_20171121T112351_22_26,Mixed,Mixed
14856,validation,S2A_MSIL2A_20170813T112121_69_35,Other,Other
14857,validation,S2B_MSIL2A_20171112T114339_69_30,Other,Other
14858,validation,S2A_MSIL2A_20170813T112121_72_76,Other,Other
14859,validation,S2B_MSIL2A_20170831T095029_20_66,Mixed,Mixed
14860,validation,S2A_MSIL2A_20180413T95032_15_21,Other,Other
14861,validation,S2A_MSIL2A_20180413T095031_75_26,Other,Other
14862,validation,S2A_MSIL2A_20170818T103021_67_16,Mixed,Mixed
14863,validation,S2B_MSIL2A_20170825T093029_22_54,Other,Other
14864,validation,S2B_MSIL2A_20171219T095409_77_74,Other,Other
14865,validation,S2B_MSIL2A_20180525T094029_16_41,Other,Other
14866,validation,S2B_MSIL2A_20170923T100019_54_16,Other,Other
14867,validation,S2B_MSIL2A_20170914T93030_19_70,Mixed,Mixed
14868,validation,S2B_MSIL2A_20180201T093219_33_71,Other,Other
14869,validation,S2A_MSIL2A_20170803T094031_72_60,Other,Other
14870,validation,S2B_MSIL2A_20170825T093029_22_30,Other,Other
14871,validation,S2A_MSIL2A_20170617T113321_70_39,Other,Other
14872,validation,S2A_MSIL2A_20170717T113321_69_67,Mixed,Mixed
14873,validation,S2A_MSIL2A_20170818T103021_57_14,Mixed,Mixed
14874,validation,S2A_MSIL2A_20170717T113321_71_68,Urban fabric,Urban fabric
14875,validation,S2A_MSIL2A_20170813T112121_74_39,Other,Other
14876,validation,S2B_MSIL2A_20170924T093019_70_32,Other,Other
14877,validation,S2B_MSIL2A_20170808T094029_64_75,Other,Other
14878,validation,S2A_MSIL2A_20180508T104031_43_69,Mixed,Mixed
14879,validation,S2B_MSIL2A_20170924T093019_57_70,Other,Other
14880,validation,S2A_MSIL2A_20180506T100031_19_31,Mixed,Mixed
14881,validation,S2B_MSIL2A_20171219T095409_53_77,Other,Other
14882,validation,S2A_MSIL2A_20171015T095031_18_19,Other,Other
14883,validation,S2B_MSIL2A_20170924T093019_13_68,Other,Other
14884,validation,S2B_MSIL2A_20180224T112109_72_60,Other,Other
14885,validation,S2B_MSIL2A_20170824T100019_25_22,Mixed,Mixed
14886,validation,S2A_MSIL2A_20171015T095031_37_75,Other,Other
14887,validation,S2A_MSIL2A_20171201T112431_32_15,Other,Other
14888,validation,S2A_MSIL2A_20171002T112111_75_34,Other,Other
14889,validation,S2B_MSIL2A_20180326T112109_68_17,Other,Other
14890,validation,S2A_MSIL2A_20170617T113321_21_56,Other,Other
14891,validation,S2B_MSIL2A_20180521T100029_44_75,Other,Other
14892,validation,S2A_MSIL2A_20170813T112121_29_77,Other,Other
14893,validation,S2B_MSIL2A_20180224T112109_59_75,Other,Other
14894,validation,S2A_MSIL2A_20171221T112501_13_76,Other,Other
14895,validation,S2B_MSIL2A_20180225T105019_59_17,Other,Other
14896,validation,S2A_MSIL2A_20170704T112111_36_75,Other,Other
14897,validation,S2A_MSIL2A_20170818T103021_39_76,Mixed,Mixed
14898,validation,S2A_MSIL2A_20171002T112112_19_35,Other,Other
14899,validation,S2A_MSIL2A_20170813T112121_75_47,Other,Other
14900,validation,S2A_MSIL2A_20180413T95032_19_31,Other,Other
14901,validation,S2A_MSIL2A_20180506T100031_74_15,Other,Other
14902,validation,S2A_MSIL2A_20170803T094031_37_15,Other,Other
14903,validation,S2B_MSIL2A_20170808T094029_26_14,Other,Other
14904,validation,S2B_MSIL2A_20180224T112109_76_30,Other,Other
14905,validation,S2B_MSIL2A_20170829T105019_40_15,Mixed,Mixed
14906,validation,S2B_MSIL2A_20180525T094029_73_43,Other,Other
14907,validation,S2B_MSIL2A_20170825T093029_14_45,Other,Other
14908,validation,S2B_MSIL2A_20180224T112109_35_73,Other,Other
14909,validation,S2A_MSIL2A_20171208T093351_54_22,Other,Other
14910,validation,S2B_MSIL2A_20180506T105029_68_19,Mixed,Mixed
14911,validation,S2A_MSIL2A_20171002T094031_74_16,Other,Other
14912,validation,S2B_MSIL2A_20180428T095029_14_40,Other,Other
14913,validation,S2A_MSIL2A_20171002T112112_21_37,Other,Other
14914,validation,S2A_MSIL2A_20180508T104031_18_36,Mixed,Mixed
14915,validation,S2A_MSIL2A_20170813T112121_77_62,Other,Other
14916,validation,S2A_MSIL2A_20171208T093351_54_21,Other,Other
14917,validation,S2B_MSIL2A_20171219T095409_72_48,Other,Other
14918,validation,S2A_MSIL2A_20171121T112351_71_61,Other,Other
14919,validation,S2B_MSIL2A_20180224T112109_47_69,Other,Other
14920,validation,S2A_MSIL2A_20180413T095031_19_36,Other,Other
14921,validation,S2B_MSIL2A_20180506T105029_75_30,Mixed,Mixed
14922,validation,S2A_MSIL2A_20171002T112112_60_13,Other,Other
14923,validation,S2A_MSIL2A_20171015T095031_21_22,Other,Other
14924,validation,S2B_MSIL2A_20180326T112109_52_74,Other,Other
